,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
65699,spotify:track:63mdJr3NMY3wReOkNE6c6W,13,People You Know,1/10/2020,60,FALSE,0.695,0.62,8,-8.082,0,0.0521,0.0881,5.43E-05,0.111,0.62,150.032,194900
65709,spotify:track:5XzmZjXhMjDHr7ZfJ6DELQ,10,FourFiveSeconds,1/24/2015,2,FALSE,0.579,0.268,2,-5.65,1,0.0442,0.868,0,0.12,0.321,205.903,188238
65710,spotify:track:2qsQ8eVDPmobZpvDxQCVQu,10,Barbie Tingz,4/12/2018,67,TRUE,0.917,0.679,6,-6.083,1,0.266,0.0867,0,0.588,0.453,102.449,191700
65714,spotify:track:29HaKOpeLSYvqdFyEQSRdj,14,Teach Your Children,3/11/1970,64,FALSE,0.497,0.285,2,-14.537,1,0.0264,0.643,1.66E-05,0.389,0.667,154.7,173467
65857,spotify:track:15mZo1Kah03g8CTLbSsWrr,11,The Whole of the Moon - 2004 Remaster,9/16/1985,68,FALSE,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16E-06,0.125,0.584,105.813,302827
65862,spotify:track:6VNooTY5w9A9wg1YUsEbKB,13,Midas,6/1/2015,65,FALSE,0.697,0.578,9,-5.213,0,0.095,0.393,0.379,0.106,0.3,114.995,218358
65883,spotify:track:6dEe0H4vjEyy2ukczkB25o,10,Loose Ends,4/19/2019,63,TRUE,0.79,0.675,11,-6.952,0,0.319,0.166,1.36E-05,0.103,0.363,90.961,256198
65890,spotify:track:2kJqNHHGOzLNahukdvlDWN,11,Drive,9/4/2015,64,FALSE,0.657,0.456,9,-8.351,1,0.0961,0.705,8.84E-06,0.084,0.381,141.735,196466
65891,spotify:track:3SqvR3HYLlCTYzbDXJ52OC,11,Lost on You,12/9/2016,67,FALSE,0.433,0.724,5,-6.126,0,0.0372,0.1,0,0.0918,0.689,174.006,268105
65961,spotify:track:7DFKZeHytl80710avStSCH,11,Lift Off,3/11/2020,49,FALSE,0.488,0.567,1,-9.875,1,0.1,0.0307,0.842,0.0896,0.308,138.522,318939
65964,spotify:track:2Fxly6AusNFtTf8ZBaVWnh,13,SONGS ABOUT YOU,3/13/2020,59,TRUE,0.601,0.446,1,-6.327,1,0.415,0.599,0,0.345,0.788,77.707,241613
65965,spotify:track:0z4zZNViQ01puQOlAFGGUy,16,Dollar,10/18/2019,63,TRUE,0.799,0.58,0,-8.152,0,0.0891,0.47,0.000183,0.154,0.601,95.039,208747
65975,spotify:track:0M5pEUmRD3b4nP31L88IdL,28,Why Worry,4/22/2020,63,TRUE,0.287,0.87,1,-6.689,0,0.293,0.00291,0,0.0609,0.681,81.162,150562
65976,spotify:track:41mclLjggl2nmbYpRisKrh,15,Chateau (Feel Alright),9/13/2019,59,FALSE,0.641,0.365,7,-11.763,1,0.027,0.43,8.23E-06,0.297,0.348,134.881,272157
65990,spotify:track:7lWs5MulBdRI3ZAxChj5Pt,13,Right Time,4/29/2020,62,FALSE,0.529,0.871,9,-6.792,0,0.047,0.0475,0.00392,0.0948,0.234,123.959,170490
65997,spotify:track:7eWGnKg4B44sbBPpQp4y2c,22,Dragonball Durag,4/3/2020,65,FALSE,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,181922
66004,spotify:track:6vSq5q5DCs1IvwKIq53hj2,14,Animal,1/1/2009,61,FALSE,0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49E-06,0.0952,0.654,118.048,263427
66005,spotify:track:5yDX0yhtLyf0zEXEqXqyAa,15,Something Good Can Work,2/17/2010,60,FALSE,0.648,0.833,0,-5.321,1,0.0327,0.00583,0.000787,0.178,0.64,119.935,164187
66012,spotify:track:1oOEkBNp4zWnkD7nWjJdog,57,Snow On Tha Bluff,6/16/2020,78,TRUE,0.586,0.512,8,-8.819,0,0.0668,0.723,0.0002,0.119,0.235,75.857,235480
66014,spotify:track:0B2su5lNZe9t3VjOkwtDLV,20,Boyfriend,8/2/2019,64,FALSE,0.795,0.848,7,-3.128,1,0.0543,0.0569,0,0.0586,0.691,99.981,225707
66022,spotify:track:6xxG3HbexOhJKyiLmtUPhT,18,Hell N Back,9/20/2019,61,TRUE,0.584,0.684,10,-4.314,0,0.567,0.312,9.05E-05,0.112,0.72,210.164,213573
66044,spotify:track:4Fxj9uYJpQKasPlevk0CK0,11,Pray For Real,4/16/2020,44,FALSE,0.847,0.508,1,-7.613,1,0.21,0.184,5.94E-06,0.0875,0.435,95.029,193942
66045,spotify:track:00okrW9OfjmG0PZJSY3fJd,21,Stay Away (feat. Machine Gun Kelly & Goody Grace),4/24/2020,66,TRUE,0.667,0.636,8,-5.669,1,0.082,0.022,0,0.0908,0.152,158.058,151891
66046,spotify:track:49Cjuhaw2h9ulp2KxGUHMn,21,Fire In Bone,4/24/2020,57,FALSE,0.57,0.879,2,-3.797,1,0.0518,0.0151,2.58E-05,0.332,0.407,96.028,233373
66060,spotify:track:0JFTb0IuSJFSCGmVL3imL1,14,Beautiful Anyway,5/15/2020,55,FALSE,0.282,0.829,2,-5.301,1,0.0418,0.000995,3.97E-05,0.115,0.278,144.221,298977
66065,spotify:track:5gC5GY6XzSzrzSByUpOBUc,31,What It Is,5/18/2020,68,TRUE,0.84,0.304,0,-6.52,1,0.101,0.0732,1.76E-05,0.115,0.656,76.474,143476
66069,spotify:track:0cLS7FslBJgsuWwJNRnPWB,14,Doin' Time,5/17/2019,2,TRUE,0.621,0.692,7,-5.837,0,0.0435,0.336,0.000458,0.0877,0.446,144.968,201997
66074,spotify:track:58DvikiJcEjow3Skg80yxX,14,The Man Who Loves You The Most,6/12/2020,72,FALSE,0.506,0.569,3,-6.761,1,0.0286,0.246,0,0.112,0.44,157.857,224287
66079,spotify:track:7wfDCDfhVe2tFxIkQEJp35,25,"U Move, I Move (feat. Jhené Aiko)",6/19/2020,74,FALSE,0.379,0.249,11,-9.53,1,0.0761,0.84,0,0.107,0.264,83.258,223933
66089,spotify:track:0roPf0bwAsBDZv1bR15m15,13,It Would Be You,5/15/2020,63,FALSE,0.655,0.587,1,-8.736,1,0.045,0.26,6.07E-06,0.0953,0.521,91.494,219067
66090,spotify:track:0sSoNYwZLoE4gLAKIG4uYL,11,Alaska,5/1/2020,56,TRUE,0.796,0.582,7,-3.319,1,0.146,0.132,0,0.093,0.915,139.997,188679
66177,spotify:track:4y6c5vMzKKM3KsMbHtjKx5,13,Stronger,1/1/2007,4,TRUE,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311867
66178,spotify:track:1ce3DvvGQn6hY2LMGMLCr5,10,Black Skinhead,1/1/2013,0,TRUE,0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089,188013
66195,spotify:track:0kzGjSRHGVcaWxagzQwAyD,18,Bando,1/31/2020,71,FALSE,0.97,0.739,10,-4.917,0,0.295,0.155,0,0.111,0.414,120.061,168000
66304,spotify:track:0PEXp5yk0sx9dJ8JzwvjJb,14,Multi-Love,5/26/2015,64,FALSE,0.784,0.506,3,-5.243,0,0.0403,0.571,0,0.139,0.545,120.141,250800
66308,spotify:track:4SRtBFocTtcaWP3etJb7GK,10,Robbery,9/20/2019,64,FALSE,0.687,0.708,3,-8.133,0,0.0891,0.421,0.242,0.213,0.89,152.937,223234
66336,spotify:track:5UShsJdqJLZkl5JNj1ITlP,10,DRUGS,10/31/2016,66,TRUE,0.475,0.776,0,-4.745,1,0.039,0.000715,0,0.597,0.561,165.088,116413
66344,spotify:track:7dz48pntblPzJ9mTPiUH81,17,At The Door,2/11/2020,58,FALSE,0.439,0.323,10,-6.764,1,0.0323,0.858,0.00921,0.146,0.358,116.743,310373
66394,spotify:track:5MbXzXGbqobR8xPVPs8OXA,15,The Only Living Boy in New York,1/26/1970,65,FALSE,0.411,0.381,11,-12.361,1,0.0286,0.13,0.257,0.132,0.524,76.963,238413
66403,spotify:track:0aZgW8Nzg38hN00pEFyIEj,38,Broke Bitch,1/24/2020,68,TRUE,0.798,0.557,8,-7.4,1,0.175,0.0186,0.000947,0.124,0.526,174.006,146207
66427,spotify:track:48sc7vBJeNoCEQhxO3zYKA,12,Too Late To Say Goodbye,12/18/2015,61,FALSE,0.482,0.55,4,-7.097,0,0.0357,0.133,0,0.294,0.1,67.559,252787
66463,spotify:track:4OciRObYGzPzlU40U7YRc8,23,In the Aeroplane Over the Sea,2/20/1998,65,FALSE,0.275,0.714,7,-5.124,1,0.0328,0.395,0,0.115,0.242,94.082,202347
66472,spotify:track:4mC5Bp4nDFI6yht9XrO7VA,11,Saltwater,2/16/2018,55,FALSE,0.551,0.825,2,-5.813,1,0.0306,0.000614,0.307,0.115,0.686,107.031,247280
66485,spotify:track:0qksx8mV28lztYIZ1om8ml,11,Shiver,7/10/2000,66,FALSE,0.397,0.803,4,-6.186,1,0.0488,0.0334,0,0.0688,0.286,116.707,304200
66491,spotify:track:4iwMhMvcTqukn1n3NVjb2N,13,"Holland, 1945",2/20/1998,60,FALSE,0.0617,0.887,7,-4.305,1,0.0636,0.0399,0.000157,0.619,0.48,198.592,192533
66708,spotify:track:1MheNNJZYdcOTKwZyM8alC,12,Evan Finds the Third Room,1/26/2018,58,FALSE,0.781,0.386,10,-9.974,0,0.0827,0.00998,0.567,0.166,0.828,105.812,240743
66713,spotify:track:66MpvsWO5O7gy9LjXGFw6I,13,Maria También,1/26/2018,56,FALSE,0.748,0.63,6,-7.318,0,0.046,0.00261,0.859,0.532,0.846,103.597,190999
66761,spotify:track:24Jk4wYlLRXI9TUMdkHoMN,12,Again,12/19/2014,66,FALSE,0.762,0.525,6,-11.863,1,0.199,0.949,0.87,0.114,0.652,82.777,143133
66772,spotify:track:6ugrRFZUNIpLiqhLUgC7ix,11,Flowers,2/26/2016,64,FALSE,0.838,0.364,7,-10.006,1,0.134,0.0849,0.981,0.26,0.218,79.987,187828
66780,spotify:track:7MdZQXUBijQxcBkYz4G1Z5,12,Affection,12/23/2016,67,FALSE,0.698,0.193,1,-15.01,1,0.0902,0.914,0.937,0.0882,0.607,84.03,117495
67011,spotify:track:5F3b1gGfnIME7mIaoWT2YF,13,Waze,3/27/2020,59,TRUE,0.844,0.697,8,-4.871,0,0.314,0.162,0,0.237,0.611,138.028,197140
67087,spotify:track:4UCTgh5jvtqoaMX6MAhUNn,10,Personal Jesus - Single Version,9/28/1998,68,FALSE,0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,224933
67189,spotify:track:1SWVDBtw6h3tm9OehOkDhv,12,What's The Difference,11/16/1999,70,TRUE,0.772,0.821,11,-0.14,0,0.25,0.223,0,0.148,0.77,91.921,244200
67193,spotify:track:4YtoipFgf4k0AfD17ZfD5X,14,"Nuthin' But A ""G"" Thang",12/15/1992,73,TRUE,0.801,0.699,11,-8.18,0,0.279,0.00575,0,0.146,0.655,94.605,238467
67206,spotify:track:0OMEnGAKSH3BLNeCJWCZjX,11,Warned You,11/14/2014,54,FALSE,0.507,0.428,6,-4.677,1,0.0263,0.662,0.149,0.101,0.406,138.163,133129
67208,spotify:track:08D3zofNf3OwOSCAk50UFs,17,Black Licorice,3/6/2020,53,TRUE,0.693,0.54,9,-9.133,1,0.0333,0.0309,0.00078,0.116,0.434,124.032,219827
67246,spotify:track:2J3SR4n0YiQYCsghgeqZcB,33,I Don't Miss You at All,10/4/2019,69,FALSE,0.838,0.316,1,-7.57,0,0.224,0.61,0.000446,0.103,0.531,148.147,128916
67252,spotify:track:5Vnx5i9VJSZ6ayfK6jncf8,10,一翦梅 - xue hua piao piao bei feng xiao xiao,4/30/2010,66,FALSE,0.29,0.482,6,-8.207,0,0.035,0.145,0.000171,0.12,0.247,141.459,234867
67255,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,16,44 More,3/9/2018,70,TRUE,0.824,0.584,10,-7.098,0,0.221,0.0718,0,0.106,0.219,139.965,188600
67498,spotify:track:5dFoWIiJ2814hRwMYDcFiU,15,She's Gone,1/1/1973,64,FALSE,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373
67499,spotify:track:6ET9kf9riLETWs9lePUEAI,40,Slow Burn,3/30/2018,69,FALSE,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613,246133
67502,spotify:track:2TUdxbIF3rpY887d8m0ZGV,15,Baby,8/20/2012,60,FALSE,0.622,0.253,2,-14.36,1,0.0331,0.435,0.471,0.0941,0.336,92.584,287427
67503,spotify:track:3BpUZB0tw4zNmG3Iw1mclL,11,Your Dog,3/2/2018,59,TRUE,0.652,0.669,11,-7.797,0,0.0262,0.122,0.00039,0.169,0.769,115.047,194009
67506,spotify:track:0ieqq1wbtso2UjJWPqJ5Xc,10,Silver Lining,8/20/2007,54,FALSE,0.709,0.53,7,-4.985,1,0.0288,0.289,4.54E-05,0.0929,0.692,117.11,216973
67509,spotify:track:5rAff9XfcWx7rguN3t0fkW,14,"New York, I Love You but You're Bringing Me Down",3/12/2007,58,FALSE,0.39,0.37,7,-8.288,0,0.0457,0.474,0.00013,0.115,0.0909,176.526,335480
67536,spotify:track:7vcNp4cj4uF4AyX5aKY4Ps,13,You're Not Good Enough,11/18/2013,59,FALSE,0.74,0.798,0,-6.55,1,0.146,0.189,0.00128,0.305,0.571,119.964,261360
67556,spotify:track:6kQ3W5LMxh6ftjEBssYgAd,11,Seashore,1/13/2017,57,TRUE,0.532,0.585,7,-4.517,1,0.0556,0.0546,0,0.0588,0.508,132.265,208467
67577,spotify:track:7GbUWl6qLW1gdngbEV2WDJ,11,Monster,6/9/2016,70,FALSE,0.618,0.76,6,-4.312,1,0.0596,0.0066,0,0.127,0.541,150,221341
67600,spotify:track:5RGf8qn1TBWVplLyyKUsuV,11,Blood Sweat & Tears,10/10/2016,74,FALSE,0.583,0.885,0,-3.571,0,0.106,0.0244,0,0.357,0.601,92.959,217052
67602,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,17,DNA,9/18/2017,71,FALSE,0.598,0.775,1,-4.035,0,0.0545,0.022,0,0.0677,0.687,129.819,223123
67609,spotify:track:32h6yQGn4oAhZ0HRsTMX26,13,CROWN,3/4/2019,70,FALSE,0.622,0.8,5,-5.819,1,0.0425,0.0505,0,0.0619,0.58,110.977,230707
67631,spotify:track:7nkp1uuSbKkoxMvEs8cSw0,10,Shine,4/2/2018,68,FALSE,0.74,0.804,3,-2.187,1,0.0546,0.411,0,0.0578,0.791,150.013,198796
67646,spotify:track:48XfojJC87VKLlUotYV0Gm,13,The Truth Untold,5/18/2018,70,FALSE,0.57,0.422,1,-7.561,0,0.0422,0.372,0,0.127,0.169,113.007,242293
67648,spotify:track:645YBsxhFPSOKxGep3uHLv,14,Love Maze,5/18/2018,69,FALSE,0.636,0.876,9,-4.652,1,0.0617,0.0487,0,0.0728,0.759,149.932,221529
67677,spotify:track:2MsNSKQNQNRklkKFxxvIav,16,9 and Three Quarters (Run Away),10/21/2019,71,FALSE,0.639,0.756,1,-4.42,1,0.0608,0.0055,0,0.13,0.532,128.937,211867
67682,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,12,Spring Day,2/13/2017,75,FALSE,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68E-06,0.13,0.46,106.992,274097
67711,spotify:track:4lRwa7PKcGIuJMwtPIYKdy,10,Anpanman,5/18/2018,66,FALSE,0.813,0.875,1,-2.92,0,0.0918,0.0237,0,0.288,0.756,99.004,232966
67784,spotify:track:73ipE4lfZ53pvBbJPXkiEK,13,seoul (prod. HONNE),10/22/2018,68,FALSE,0.587,0.664,0,-8.63,1,0.0645,0.344,2.47E-05,0.324,0.453,99.8,275955
67840,spotify:track:2Nib4r0saYQf2pUV4RFDhl,13,Interlude : Shadow,2/21/2020,71,FALSE,0.385,0.798,9,-6.439,0,0.483,0.115,0,0.181,0.141,149.756,259821
67846,spotify:track:3bkkMZEAhx7rTVz1C0itRQ,21,Black Swan,2/21/2020,74,FALSE,0.719,0.758,2,-5.167,0,0.0851,0.137,0,0.129,0.49,147.023,198261
67847,spotify:track:2QyuXBcV1LJ2rq01KhreMF,29,ON,2/21/2020,81,FALSE,0.583,0.817,9,-5.146,0,0.0987,0.118,0,0.338,0.438,105.936,246381
67849,spotify:track:7w05lsU2VLSeiT8Nukrv5M,19,Friends,2/21/2020,75,FALSE,0.55,0.747,1,-5.211,1,0.0407,0.0668,0,0.0536,0.648,79.98,199339
67855,spotify:track:2BgZrbbAZxSnyE7U5efVrG,10,Intro : Persona,2/21/2020,66,FALSE,0.469,0.87,9,-4.475,0,0.342,0.0278,0,0.313,0.652,86.622,171023
67863,spotify:track:4vTgx6h4seHvkuFh84JXYP,22,My Time,2/21/2020,76,FALSE,0.674,0.64,0,-5.139,0,0.0339,0.151,0,0.0925,0.664,99.908,234458
67865,spotify:track:3op7HNwLli54MBjFGzIlZO,15,Louder than bombs,2/21/2020,73,FALSE,0.643,0.667,0,-6.993,0,0.152,0.0433,0,0.0904,0.485,145.999,217404
67868,spotify:track:4BKOjYosPhw334moS3wlbO,11,Inner Child,2/21/2020,73,FALSE,0.589,0.696,11,-7.981,1,0.0725,0.017,0,0.0808,0.332,134.953,233266
67870,spotify:track:1xfXXujIlLZAx5wpu46Nyk,22,Moon,2/21/2020,73,FALSE,0.703,0.646,6,-6.658,1,0.0596,0.0104,0,0.191,0.64,141.87,208590
67872,spotify:track:37TSJmYKLxXmx8OehFpqMN,12,Respect,2/21/2020,70,FALSE,0.661,0.84,0,-4.805,1,0.116,0.00485,0,0.287,0.524,91.457,237540
67901,spotify:track:4mQMvcRtQou5yI8mjuJ1lf,26,100 Ways,3/20/2020,72,FALSE,0.801,0.783,7,-7.08,1,0.241,0.325,0,0.285,0.613,109.955,168627
67941,spotify:track:1pmfd0ohjfh1qXPWvjaC1o,10,NOT BY THE MOON,4/20/2020,72,FALSE,0.549,0.813,5,-4.828,0,0.148,0.0556,4.44E-06,0.207,0.544,151.813,204702
67943,spotify:track:2e3cJdJ8xWwydl8JIYlCqB,12,Love Talk - English Version,11/5/2019,71,FALSE,0.751,0.719,6,-5.198,0,0.0373,0.142,0,0.148,0.437,98.01,232150
67963,spotify:track:3h34cQPPddk4x9cluPIAvv,11,Zombie - English Ver.,5/11/2020,66,FALSE,0.787,0.576,0,-4.082,1,0.0402,0.0071,0,0.116,0.527,121.968,209259
67977,spotify:track:0DrxFkuc1mpxdbUbssLQ4d,11,Dimple,8/24/2018,69,FALSE,0.612,0.844,5,-4.694,0,0.0756,0.142,0,0.287,0.653,134.868,196776
67981,spotify:track:3wS2dXzQw58b1e3AR8YStR,11,Interlude : Set me free,5/22/2020,66,FALSE,0.31,0.416,5,-10.429,1,0.0346,0.0755,3.34E-05,0.18,0.207,129.925,140199
67995,spotify:track:0SJ7vFES0Lj6pnumh3DhCe,11,People,5/22/2020,71,FALSE,0.76,0.682,1,-6.441,1,0.0371,0.0616,0,0.118,0.372,120.008,197001
68002,spotify:track:4XdzvdvfaAozcWM2svBri5,11,PUMA,5/18/2020,67,FALSE,0.684,0.793,6,-3.156,0,0.102,0.0505,0,0.137,0.437,104.951,205520
68011,spotify:track:4bTID1qPjca9WuTZGkGRKE,12,28,5/22/2020,68,FALSE,0.679,0.645,9,-7.107,0,0.0513,0.0897,0,0.121,0.349,119.934,133673
68016,spotify:track:0x25VdiFOIBl1epNer9L3w,12,Burn It,5/22/2020,70,FALSE,0.658,0.776,6,-7.088,0,0.0493,0.012,2.10E-06,0.272,0.336,114.044,192107
68023,spotify:track:4KjASaPtCvRJ4YArYpz6je,11,Strange,5/22/2020,69,FALSE,0.627,0.662,7,-8.121,1,0.203,0.00236,0,0.157,0.207,90.008,196529
68030,spotify:track:3i8GllbdGuwIXaVrlIoE0r,10,What do you think?,5/22/2020,70,TRUE,0.739,0.725,1,-5.741,1,0.084,0.149,0,0.0793,0.136,118.994,182172
68076,spotify:track:45GRs2YmGzTKp2MmafqCjG,12,Airplane,6/17/2020,64,FALSE,0.796,0.813,5,-3.116,0,0.207,0.0756,0,0.0428,0.858,156.047,214727
68081,spotify:track:560TR1d15nGMXufjbt5tys,10,Blueprint,6/17/2020,64,FALSE,0.744,0.77,7,-4.54,1,0.0599,0.0591,0,0.287,0.606,109.977,251300
68129,spotify:track:3TZ7NHkMT82AhwuYsd00Hz,12,Your eyes tell,7/14/2020,82,FALSE,0.449,0.491,9,-6.433,0,0.029,0.279,0,0.0654,0.258,139.923,245147
68136,spotify:track:5lO1htX1UPjwyItDLurhR5,21,baseball,9/12/2017,61,FALSE,0.602,0.915,9,-3.62,1,0.0541,0.0034,0,0.0967,0.581,111.512,198107
68137,spotify:track:554dAjQxsN1DrNL3dKgp5c,12,A Toast and a Spirit,4/23/2016,54,FALSE,0.61,0.824,9,-5.217,1,0.0347,0.014,1.69E-05,0.138,0.472,128.025,209453
68156,spotify:track:7cdy4PbCdDZZNjyxoZyE0c,20,Vacation,6/30/2017,64,FALSE,0.739,0.754,8,-5.034,1,0.035,0.0431,0,0.0999,0.793,150.017,209142
68191,spotify:track:0WSPIU3Y3bNXsGeKnzSnt1,15,warm glow,9/12/2017,58,FALSE,0.445,0.446,9,-8.87,1,0.0286,0.324,0.119,0.106,0.0384,92.463,358870
68206,spotify:track:0W7AbEauB7cP4pidLclApe,12,Hunger Strike,1/1/1990,61,FALSE,0.373,0.567,7,-10.835,1,0.032,0.0236,3.47E-06,0.0916,0.298,137.789,246267
68213,spotify:track:3uCkIqD0VzQUijbs8WIizs,15,These Days,10/9/1967,64,FALSE,0.401,0.13,5,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,210653
68266,spotify:track:2hjGuRIEfEGzQ5MEWLowiU,15,Cannonball,8/30/1993,65,FALSE,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.508,213693
68297,spotify:track:3gtqd9P8kZblHf4I7Ybub2,13,See A Victory,8/9/2019,67,FALSE,0.345,0.747,10,-6.92,1,0.053,0.00214,0,0.0928,0.215,154.739,363231
68309,spotify:track:5LGEEhT48ta9X8vHGCzwby,12,Ghosts (feat. Hana),2/25/2020,58,FALSE,0.679,0.87,6,-10.264,1,0.0419,0.00664,0.853,0.0579,0.76,124.002,296342
68313,spotify:track:25V0TNA8cZLVzLQpHa6rB1,11,Freaks,3/20/2020,64,FALSE,0.805,0.869,1,-4.344,1,0.0549,0.00219,0.799,0.122,0.786,124.014,175255
68319,spotify:track:6iZVQLI9gs9kFRnmbQLzHO,28,Something Comforting,3/10/2020,62,FALSE,0.47,0.56,8,-9.707,1,0.0298,0.0449,3.83E-06,0.0774,0.29,143.987,281716
68331,spotify:track:3EsokBbAyQVkg7LoQKc8uV,10,Baby,1/23/2020,53,FALSE,0.792,0.576,0,-9.947,1,0.248,0.487,0.00325,0.0972,0.053,127.066,264465
68342,spotify:track:0HNCtRy85eByDaQI2K92Xn,12,Good Together,3/27/2020,59,FALSE,0.522,0.6,8,-6.871,1,0.0447,0.0483,0,0.419,0.127,115.153,237133
68350,spotify:track:6KpGyJIyA75C0XyAkIcpZn,10,Moving [edit],4/3/2020,64,FALSE,0.645,0.96,4,-6.497,1,0.0399,0.0773,0.00641,0.594,0.637,127.999,193132
68369,spotify:track:0TR69tw5aybYHbSC1w4xy5,16,Love To The World,4/10/2020,59,FALSE,0.757,0.976,7,-4.61,0,0.0974,0.0075,0.169,0.0394,0.922,123.015,179461
68412,spotify:track:4rXflTOWCja5YDR96lINzu,10,When I'm With You,6/26/2020,59,FALSE,0.762,0.543,8,-8.759,1,0.0377,0.167,0.505,0.0299,0.18,123.01,266172
68421,spotify:track:4qB9e24mvDa5rG93OnmiC8,21,Praying To A God - LUKE Remix,3/1/2019,63,FALSE,0.839,0.621,3,-8.01,1,0.0463,0.156,2.79E-05,0.119,0.208,120.009,194790
68533,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,20,All Night Long (All Night) - Single Version,2003,65,FALSE,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,260427
68559,spotify:track:0Dm43YLUlGdePpSbI1ct8h,12,Part-Time Lover,9/13/1985,67,FALSE,0.662,0.624,10,-13.606,0,0.0417,0.165,0,0.0674,0.961,174.513,252560
68605,spotify:track:2RGe02P8xxSF9syj0ltPjX,11,Chronic Sunshine,1/30/2017,61,FALSE,0.431,0.773,2,-5.002,1,0.0636,0.0264,0,0.348,0.504,111.387,270927
68610,spotify:track:3WmgMoWZ1E5yNyn2aUzWAr,23,BOYFREN,1/10/2020,71,FALSE,0.846,0.363,1,-7.328,1,0.0607,0.246,0.0137,0.0901,0.674,79.927,136956
68612,spotify:track:0yFWdhx0rDU4zNddqvfu33,34,Red Desert,3/27/2020,65,FALSE,0.504,0.83,9,-4.474,1,0.121,0.0205,2.49E-06,0.0563,0.449,133.929,229557
68616,spotify:track:0EdgK7ASb4kfRkW8pVMN02,14,2 Hearts (feat. Gia Koka),1/10/2020,73,FALSE,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85E-05,0.297,0.597,116.524,186750
68618,spotify:track:73ThEGwF5i9GrsXXGyZBRa,25,I'm Just Feelin' (Du Du Du),5/1/2020,78,TRUE,0.736,0.657,0,-7.512,1,0.0668,0.179,4.29E-06,0.118,0.548,115.989,164885
68620,spotify:track:4B6xQy8i7cVzKT8kPIhBY5,21,Feels Like Forever,5/29/2020,68,FALSE,0.643,0.719,1,-5.535,1,0.11,0.414,0,0.0744,0.394,119.973,217247
68622,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,13,My Songs Know What You Did In The Dark (Light Em Up),1/1/2013,67,FALSE,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,186827
68624,spotify:track:1JRK7srBWUtAW7dPabKBwJ,24,Teeth,8/21/2019,33,FALSE,0.755,0.448,3,-2.993,0,0.0405,0.0508,3.87E-06,0.11,0.431,139.028,204887
68658,spotify:track:336ZYcU6poBWi3s8yzRcAD,15,I Follow Rivers,2011,62,FALSE,0.599,0.533,9,-14.032,0,0.0472,0.475,0.00153,0.235,0.607,122.262,228467
68693,spotify:track:0SjQBdIddPvKSWxr8vk6QX,13,Dumebi,3/22/2019,68,FALSE,0.923,0.657,3,-5.173,0,0.0607,0.196,0.00467,0.108,0.737,110.015,179775
68754,spotify:track:44I5NYJ7CGEcaLOuG2zJsU,12,Oh My God,5/29/2020,75,FALSE,0.696,0.565,5,-7.241,0,0.0598,0.652,2.12E-06,0.121,0.6,156.109,187728
68777,spotify:track:3FCto7hnn1shUyZL42YgfO,21,Piano Man,10/2/2001,68,FALSE,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77E-06,0.317,0.431,179.167,336093
68780,spotify:track:4f3NHOxgC8Bg21IJBg4cZ3,11,Freaks - Radio Edit,3/10/2014,67,FALSE,0.882,0.965,4,-0.818,1,0.13,0.0136,0.388,0.206,0.759,128.129,169160
68781,spotify:track:4RpB1YWVr3srDU7Ipfp6d4,19,You should be sad - Tiësto Remix,2/13/2020,63,TRUE,0.663,0.791,2,-4.394,1,0.0375,0.0628,0,0.592,0.793,121.994,145574
68800,spotify:track:29ZZAShKhwRUuKULSNtxX6,11,Switch,9/14/2018,66,TRUE,0.66,0.658,7,-6.127,1,0.0387,0.0409,0.00595,0.102,0.153,176.701,207071
68909,spotify:track:429EttO8gs0bDo2SQfUNSm,10,Georgia,9/9/2014,68,FALSE,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507
68931,spotify:track:451GvHwY99NKV4zdKPRWmv,26,Banana Pancakes,1/1/2005,70,FALSE,0.816,0.375,7,-8.053,1,0.0996,0.607,8.66E-06,0.0933,0.615,114.303,191907
